"prob_id","GT","paddle","DeepSeek-OCR","DeepSeek-OCR2","GLM"
"2022_odd_geometry_27","27. 그림과  같이  한  모서리의  길이가 4인  정육면체 $\mathrm{ABCD-EFGH}$가  있다. 선분 $\mathrm{AD}$의  중점을 $\mathrm{M}$이라  할  때, 삼각형 $\mathrm{MEG}$의  넓이는? [3점] ① $\dfrac{21}{2}$ ② $11$ ③ $\dfrac{23}{2}$ ④ $12$ ⑤ $\dfrac{25}{2}$","27. 그림과 같이 한 모서리의 길이가 4인 정육면체 ABCD-EFGH가 있다. 선분 AD의 중점을 M이라 할 때, 삼각형 MEG의 넓이는? [3점]  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_325_274_881_855.jpg"" alt=""Image"" width=""46%"" /></div>   ①  $ \frac{21}{2} $ ② 11 ③  $ \frac{23}{2} $ ④ 12 ⑤  $ \frac{25}{2} $","27. 그림과 같이 한 모서리의 길이가 4인 정육면체 ABCD-EFGH가 있다. 선분 AD의 중점을 M이라 할 때, 삼각형 MEG의 넓이는?  [3점]  ① \(\frac{21}{2}\)  ② 11  ③ \(\frac{23}{2}\)  ④ 12  ⑤ \(\frac{25}{2}\)","27. 그림과 같이 한 모서리의 길이가 4인 정육면체 ABCD - EFGH가 있다. 선분 AD의 중점을 M이라 할 때, 삼각형 MEG의 넓이는? [3점] ①  \(\frac{21}{2}\)  ② 11 ③  \(\frac{23}{2}\)  ④ 12 ⑤  \(\frac{25}{2}\)","27. 그림과 같이 한 모서리의 길이가 4인 정육면체 ABCD - EFGH가 있다. 선분 AD의 중점을 M이라 할 때, 살각형 MEG의 넘이는? [3점]  $\textcircled{1}$ $\frac{21}{2}$ $\textcircled{2}$ 11 $\textcircled{3}$ $\frac{23}{2}$ $\textcircled{4}$ 12 $\textcircled{5}$ $\frac{25}{2}$<|user|>"
"2022_odd_geometry_28","28. 두  양수 $a$, $p$에  대하여  포물선 $(y-a)^2 = 4px$의  초점을 $\mathrm{F}_1$이라  하고, 포물선 $y^2 = -4x$의  초점을 $\mathrm{F}_2$라  하자. 선분 $\mathrm{F}_1\mathrm{F}_2$가  두  포물선과  만나는  점을  각각 $\mathrm{P, Q}$라  할  때, $\overline{\mathrm{F}_1\mathrm{F}_2} = 3, \overline{\mathrm{PQ}} = 1$이다. $a^2+p^2$의  값은? [4점]  ① $6$ ② $\dfrac{25}{4}$ ③ $\dfrac{13}{2}$ ④ $\dfrac{27}{4}$ ⑤ $7$","28. 두 양수 a, p에 대하여 포물선  $ (y-a)^{2}=4px $ 의 초점을  $ F_{1} $ 이라 하고, 포물선  $ y^{2}=-4x $ 의 초점을  $ F_{2} $ 라 하자.  선분  $ F_{1}F_{2} $ 가 두 포물선과 만나는 점을 각각 P, Q라 할 때,   $ \overline{F_{1}F_{2}}=3,\quad\overline{PQ}=1 $이다.  $ a^{2}+p^{2} $의 값은? [4점]  ① 6 ②  $ \frac{25}{4} $ ③  $ \frac{13}{2} $ ④  $ \frac{27}{4} $ ⑤ 7  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_204_570_1013_1328.jpg"" alt=""Image"" width=""70%"" /></div>","28. 두 양수 \(a, p\)에 대하여 포물선 \((y-a)^2 4px\)의 초점을 \(F_1\)이라 하고, 포물선 \(y^2 -4x\)의 초점을 \(F_2\)라 하자. 선분 \(F_1F_2\)가 두 포물선과 만나는 점을 각각 \(P, Q\)라 할 때, \(\overline{F_1F_2} 3, \overline{PQ} 1\)이다. \(a^2+p^2\)의 값은? [4점]  ① 6 ② \(\frac{25}{4}\) ③ \(\frac{13}{2}\) ④ \(\frac{27}{4}\) ⑤ 7","28. 두 양수 a, p에 대하여 포물선  \((y-a)^{2} 4px\) 의 초점을  \(F_{1}\) 이라 하고, 포물선  \(y^{2} -4x\) 의 초점을  \(F_{2}\) 라 하자. 선분  \(F_{1}F_{2}\) 가 두 포물선과 만나는 점을 각각 P, Q라 할 때,  \(\overline{F_{1}F_{2}} 3,\ \overline{PQ} 1\) 이다.  \(a^{2}+p^{2}\) 의 값은? [4점] ① 6 ②  \(\frac{25}{4}\)  ③  \(\frac{13}{2}\)  ④  \(\frac{27}{4}\)  ⑤ 7","28. 두 악수 $a, p$에 대하여 포물선 $(y-a)^2=4px$의 초점을 $F_1$이라 하고, 포물선 $y^2=-4x$의 초점을 $F_2$라 하자. 선분 $F_1F_2$가 두 포물선과 만나는 점을 각각 P, Q라 합 때, $\overline{F_1F_2}=3$, $\overline{PQ}=1$이다. $a^2+p^2$의 값은? [4점]  $\textcircled{1}$ 6 $\textcircled{2}$ $\frac{25}{4}$ $\textcircled{3}$ $\frac{13}{2}$ $\textcircled{4}$ $\frac{27}{4}$ $\textcircled{5}$ 7<|user|>"
"2022_odd_geometry_29","29. 좌표평면에서 $\overline{\mathrm{OA}} = \sqrt{2}$, $\overline{\mathrm{OB}} = 2\sqrt{2}$이고 $\cos(\angle \mathrm{AOB}) = \frac{1}{4}$인  평행사변형 $\mathrm{OACB}$에  대하여  점 $\mathrm{P}$가  다음  조건을  만족시킨다.    > (가) $\overrightarrow{\mathrm{OP}} = s\overrightarrow{\mathrm{OA}} + t\overrightarrow{\mathrm{OB}} \quad (0 \le s \le 1, 0 \le t \le 1)$   > (나) $\overrightarrow{\mathrm{OP}} \cdot \overrightarrow{\mathrm{OB}} + \overrightarrow{\mathrm{BP}} \cdot \overrightarrow{\mathrm{BC}} = 2$   점 $\mathrm{O}$를  중심으로  하고  점 $\mathrm{A}$를  지나는  원  위를  움직이는  점 $\mathrm{X}$에  대하여 $|3\overrightarrow{\mathrm{OP}} - \overrightarrow{\mathrm{OX}}|$의  최댓값과  최솟값을  각각 $M, m$이라  하자. $M \times m = a\sqrt{6} + b$일  때, $a^2 + b^2$의  값을  구하시오. (단, $a$와 $b$는  유리수이다.) [4점]","29. 좌표평면에서  $ \overline{OA} = \sqrt{2} $,  $ \overline{OB} = 2\sqrt{2} $ 이고   $ \cos(\angle AOB)=\frac{1}{4} $ 인 평행사변형 OACB에 대하여 점 P가 다음  조건을 만족시킨다.  (7)  $ \overrightarrow{OP} = s\overrightarrow{OA} + t\overrightarrow{OB} $ ( $ 0 \leq s \leq 1 $,  $ 0 \leq t \leq 1 $)  (2)  $ \overrightarrow{OP} \cdot \overrightarrow{OB} + \overrightarrow{BP} \cdot \overrightarrow{BC} = 2 $  점 O를 중심으로 하고 점 A를 지나는 원 위를 움직이는 점 X에 대하여 |3 ∨ 3 | 3 ∨ 3 | 의 최댓값과 최숫값을 각각 M, m이라 하자. M×m=a√6+b일 때, a²+b²의 값을 구하시오.  (단, a와 b는 유리수이다.) [4점]  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_362_970_830_1529.jpg"" alt=""Image"" width=""38%"" /></div>","29. 좌표평면에서 \(\overrightarrow{OA} \sqrt{2}\), \(\overrightarrow{OB} 2\sqrt{2}\)이고  \(\cos(\angle AOB) \frac{1}{4}\) 인 평행사변형 OACB에 대하여 점 P가 다음 조건을 만족시킨다.  \[ \begin{gathered} (\text{가}) \quad \overrightarrow{OP} s \overrightarrow{OA} + t \overrightarrow{OB} \quad (0 \le s \le 1, \, 0 \le t \le 1) \\ (\text{나}) \quad \overrightarrow{OP} \cdot \overrightarrow{OB} + \overrightarrow{BP} \cdot \overrightarrow{BC} 2 \end{gathered} \] 점 O를 중심으로 하고 점 A를 지나는 원 위를 움직이는 점 X에 대하여 \(|\overrightarrow{OP} - \overrightarrow{OX}|\)의 최댓값과 최솟값을 각각 \(M, m\)이라 하자. \(M \times m a\sqrt{6} + b\)일 때, \(a^2 + b^2\)의 값을 구하시오. (단, \(a\)와 \(b\)는 유리수이다.) [4점]","29. 좌표평면에서  \(\overrightarrow{OA} \sqrt{2}\) ,  \(\overrightarrow{OB} 2\sqrt{2}\)  이고  cos(∠AOB)  1/4 인 평행사변형 OACB에 대하여 점 P가 다음 조건을 만족시킨다.  \[ (가) \quad \overrightarrow{OP} s \overrightarrow{OA} + t \overrightarrow{OB} \quad (0 \le s \le 1, 0 \le t \le 1) \] \[ (나) \quad \overrightarrow{OP} \cdot \overrightarrow{OB} + \overrightarrow{BP} \cdot \overrightarrow{BC} 2 \] 점 O를 중심으로 하고 점 A를 지나는 원 위를 움직이는 점 X에 대하여 |3 \(\overrightarrow{OP}\) - \(\overrightarrow{OX}\)| 의 최댓값과 최솟값을 각각 M, m이라 하자. \(M \times m a\sqrt{6} + b\)일 때, \(a^2 + b^2\)의 값을 구하시오. (단, a와 b는 유리수이다.) [4점]","29. 커플평면에서 $\overline{OA} = \sqrt{2}$, $\overline{OB} = 2\sqrt{2}$ 이고 $\cos(\angle AOB) = \frac{1}{4}$ 인 평행사변형 OACB에 대하여 점 P가 다음 조건을 만족시키다.  (가) $\overrightarrow{OP} = s\overrightarrow{OA} + t\overrightarrow{OB}$ ($0 \leq s \leq 1, 0 \leq t \leq 1$) (나) $\overrightarrow{OP} \cdot \overrightarrow{OB} + \overrightarrow{BP} \cdot \overrightarrow{BC} = 2$  점 O를 중심으로 하고 점 A를 지나는 원 위를 올직이는 점 X에 대하여 $|3\overrightarrow{OP} - \overrightarrow{OX}|$의 최대값과 최속값을 각각 $M$, $m$이라 하자. $M \times m = a\sqrt{6} + b$일 때, $a^2 + b^2$의 값을 구하시오. (단, $a$와 $b$는 유리수이다.) [4점]<|user|>"
"2022_odd_geometry_30","30. 좌표공간에  중심이 $\mathrm{C}(2, \sqrt{5}, 5)$이고  점 $\mathrm{P}(0, 0, 1)$을  지나는  구 $$S: (x-2)^2 + (y-\sqrt{5})^2 + (z-5)^2 = 25$$ 가  있다. 구 $S$가  평면 $\mathrm{OPC}$와  만나서  생기는  원  위를  움직이는  점 $\mathrm{Q}$, 구 $S$ 위를  움직이는  점 $\mathrm{R}$에  대하여  두  점 $\mathrm{Q, R}$의 $xy$평면  위로의  정사영을  각각 $\mathrm{Q}_1, \mathrm{R}_1$이라  하자. 삼각형 $\mathrm{OQ}_1\mathrm{R}_1$의  넓이가  최대가  되도록  하는  두  점 $\mathrm{Q, R}$에  대하여  삼각형 $\mathrm{OQ}_1\mathrm{R}_1$의  평면 $\mathrm{PQR}$ 위로의  정사영의  넓이는 $\dfrac{q}{p}\sqrt{6}$이다. $p+q$의  값을  구하시오.  (단, $\mathrm{O}$는  원점이고  세  점 $\mathrm{O, Q}_1, \mathrm{R}_1$은  한  직선  위에  있지  않으며, $p$와 $q$는  서로소인  자연수이다.) [4점]","30. 좌표공간에 중심이 C(2,  $ \sqrt{5} $, 5)이고 점 P(0, 0, 1)을 지나는 구   $$ S:(x-2)^{2}+(y-\sqrt{5})^{2}+(z-5)^{2}=25 $$   가 있다. 구 S가 평면 OPC와 만나서 생기는 원 위를 움직이는 점 Q, 구 S 위를 움직이는 점 R에 대하여 두 점 Q, R의 xy평면 위로의 정사영을 각각 Q₁, R₁이라 하자.  삼각형 OQ₁R₁의 넓이가 최대가 되도록 하는 두 점 Q, R에 대하여 삼각형 OQ₁R₁의 평면 PQR 위로의 정사영의 넓이는   $ \frac{q}{p}\sqrt{6} $이다.  $ p+q $의 값을 구하시오.  (단, O는 원점이고 세 점 O, Q₁, R₁은 한 직선 위에 있지 않으며, p와 q는 서로소인 자연수이다.) [4점]  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_192_1032_1009_1838.jpg"" alt=""Image"" width=""67%"" /></div>","30. 좌표공간에 중심이 C(2, \(\sqrt{5}\), 5)이고 점 P(0, 0, 1)을 지나는 구  \[ S: (x-2)^2 + (y-\sqrt{5})^2 + (z-5)^2 25 \] 가 있다. 구 S가 평면 OPC와 만나서 생기는 원 위를 움직이는 점 Q, 구 S 위를 움직이는 점 R에 대하여 두 점 Q, R의 xy평면 위로의 정사영을 각각 Q₁, R₁이라 하자.  삼각형 OQ₁R₁의 넓이가 최대가 되도록 하는 두 점 Q, R에 대하여 삼각형 OQ₁R₁의 평면 PQR 위로의 정사영의 넓이는  \[ \frac{q}{p} \sqrt{6} \text{ 이다. } p+q \text{의 값을 구하시오.} \] (단, O는 원점이고 세 점 O, Q₁, R₁은 한 직선 위에 있지 않으며, p와 q는 서로소인 자연수이다.) [4점]","30. 좌표공간에 중심이 C(2, √5, 5)이고 점 P(0, 0, 1)을 지나는 구 \[ S:(x-2)^{2}+(y-\sqrt{5})^{2}+(z-5)^{2} 25 \]  가 있다. 구 S가 평면 OPC와 만나서 생기는 원 위를 움직이는 점 Q, 구 S 위를 움직이는 점 R에 대하여 두 점 Q, R의 xy 평면 위로의 정사영을 각각 Q₁, R₁이라 하자. 삼각형 OQ₁R₁의 넓이가 최대가 되도록 하는 두 점 Q, R에 대하여 삼각형 OQ₁R₁의 평면 PQR 위로의 정사영의 넓이는  \(\frac{q}{p}\sqrt{6}\)  이다.  \(p+q\) 의 값을 구하시오. (단, O는 원점이고 세 점 O, Q₁, R₁은 한 직선 위에 있지 않으며, p와 q는 서로소인 자연수이다.) [4점]","30. 커플공간에 중심이 C(2, $\sqrt{5}$, 5)이고 점 P(0, 0, 1)을 지나는 구  $S: (x-2)^2 + (y-\sqrt{5})^2 + (z-5)^2 = 25$  가 있다. 구 S가 평면 OPC와 만나서 생기는 원 위를 음직이는 점 Q, 구 S 위를 음직이는 점 R에 대하여 두 점 Q, R의 xy평면 위로의 정사영을 각각 Q$_1$, R$_1$이라 하자.  살각형 OQ$_1$R$_1$의 넘이가 최대가 되도록 하는 두 점 Q, R에 대하여 살각형 OQ$_1$R$_1$의 평면 PQR 위로의 정사영의 넘이는 $\frac{q}{p}\sqrt{6}$이다. $p+q$의 값을 구하시오.  (단, O는 원점이고 세 점 O, Q$_1$, R$_1$은 한 적선 위에 있지 않으며, p와 q는 서로소인 자연수이다.) [4점]<|user|>"
"2022_odd_probalitiy_23","","23. 다항식  $ (x+2)^{7} $ 의 전개식에서  $ x^{5} $ 의 계수는? [2점]  ① 42 ② 56 ③ 70 ④ 84 ⑤ 98","23. 다항식 \((x+2)^7\)의 전개식에서 \(x^5\)의 계수는? [2점]  ① 42 ② 56 ③ 70 ④ 84 ⑤ 98","23. 다항식  \((x+2)^{7}\) 의 전개식에서  \(x^{5}\) 의 계수는? [2점] ① 42 ② 56 ③ 70 ④ 84 ⑤ 98","23. 다양식 $(x+2)^{7}$ 의 전개식에서 $x^{5}$ 의 계수는? [2점] $\textcircled{1}$ 42 $\textcircled{2}$ 56 $\textcircled{3}$ 70 $\textcircled{4}$ 84 $\textcircled{5}$ 98<|user|>"
"2022_odd_probalitiy_24","","24. 확률변수 X가 이항분포 B $ \left(n, \frac{1}{3}\right) $을 따르고 V(2X) = 40 일 때, n의 값은? [3점]  ① 30 ② 35 ③ 40 ④ 45 ⑤ 50","24. 확률변수 \(X\)가이항분포 \(B(n, \frac{1}{3})\)을따르고 \(V(2X) 40\)일때, \(n\)의값은? [3점]  ① 30 ② 35 ③ 40 ④ 45 ⑤ 50","24. 확률변수 X가 이항분포 B(n, 1/3)을 따르고 V(2X)  40일 때, n의 값은? [3점] ① 30 ② 35 ③ 40 ④ 45 ⑤ 50","24. 확률번수 X가 이항분포 $ B \left(n, \frac{1}{3}\right) $을 따르고 $ V(2X)=40 $일 때, n의 값은? [3점] $\textcircled{1}$ 30 $\textcircled{2}$ 35 $\textcircled{3}$ 40 $\textcircled{4}$ 45 $\textcircled{5}$ 50<|user|>"
"2022_odd_probalitiy_25","","25. 다음 조건을 만족시키는 자연수 a, b, c, d, e의 모든  순서쌍 (a, b, c, d, e)의 개수는? [3점]  (7)  $ a + b + c + d + e = 12 $  (4)  $ \left|a^{2}-b^{2}\right|=5 $  ① 30 ② 32 ③ 34 ④ 36 ⑤ 38","25. 다음 조건을 만족시키는 자연수 \(a, b, c, d, e\)의 모든 순서쌍 \((a, b, c, d, e)\)의 개수는? [3점]  \[ (가) a+b+c+d+e 12 \] \[ (나) |a^2 - b^2| 5 \] ① 30 ② 32 ③ 34 ④ 36 ⑤ 38","25. 다음 조건을 만족시키는 자연수 a, b, c, d, e의 모든 순서쌍 (a, b, c, d, e)의 개수는? [3점]  \[ (가) a+b+c+d+e 12 \] \[ (나) |a^2 - b^2| 5 \] ① 30  ② 32  ③ 34  ④ 36  ⑤ 38","25. 다음 조건을 만족시키는 자연수 a, b, c, d, e의 모든 순서상 (a, b, c, d, e)의 개수는? [3점]  (가) $ a+b+c+d+e=12 $ (나) $ \left| a^{2}-b^{2} \right|=5 $  $\textcircled{1}$ 30 $\textcircled{2}$ 32 $\textcircled{3}$ 34 $\textcircled{4}$ 36 $\textcircled{5}$ 38<|user|>"
"2022_odd_probalitiy_26","","26. 1부터 10까지 자연수가 하나씩 적혀 있는 10장의 카드가  들어 있는 주머니가 있다. 이 주머니에서 임의로 카드 3장을  동시에 꺼낼 때, 꺼낸 카드에 적혀 있는 세 자연수 중에서  가장 작은 수가 4 이하이거나 7 이상일 확률은? [3점]  ①  $ \frac{4}{5} $ ②  $ \frac{5}{6} $ ③  $ \frac{13}{15} $ ④  $ \frac{9}{10} $ ⑤  $ \frac{14}{15} $  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_382_529_822_934.jpg"" alt=""Image"" width=""37%"" /></div>","26. 1부터 10까지 자연수가 하나씩 적혀 있는 10장의 카드가 들어 있는 주머니가 있다. 이 주머니에서 임의로 카드 3장을 동시에 꺼낼 때, 꺼낸 카드에 적혀 있는 세 자연수 중에서 가장 작은 수가 4 이하이거나 7 이상일 확률은? [3점]  ① \(\frac{4}{5}\) ② \(\frac{5}{6}\) ③ \(\frac{13}{15}\) ④ \(\frac{9}{10}\) ⑤ \(\frac{14}{15}\)","26. 1부터 10까지 자연수가 하나씩 적혀 있는 10장의 카드가 들어 있는 주머니가 있다. 이 주머니에서 임의로 카드 3장을 동시에 꺼낼 때, 꺼낸 카드에 적혀 있는 세 자연수 중에서 가장 작은 수가 4 이하이거나 7 이상일 확률은? [3점] ①  \(\frac{4}{5}\)  ②  \(\frac{5}{6}\)  ③  \(\frac{13}{15}\)  ④ ⑤  \(\frac{14}{15}\)","26. 1부터 10까지 자연수가 하나씩 저험 있는 10장의 카드가 들어 있는 주머니가 있다. 이 주머니에서 입의로 카드 3장을 동시에 거둬 때, 거둬 카드에 저험 있는 세 자연수 중에서 가장 작은 수가 4 이하이거나 7 이상일 확률은? [3점]  $\textcircled{1}$ $\frac{4}{5}$ $\textcircled{2}$ $\frac{5}{6}$ $\textcircled{3}$ $\frac{13}{15}$ $\textcircled{4}$ $\frac{9}{10}$ $\textcircled{5}$ $\frac{14}{15}$  1 2 3 4 5 6 7 8 9 10<|user|>"
"2022_odd_probalitiy_27","","[run_paddle_ocr_single.py subprocess] timeout (300s)","27. 어느 자동차 회사에서 생산하는 전기 자동차의 1회 충전 주행 거리는 평균이 \(m\)이고 표준편차가 \(\sigma\)인 정규분포를 따른다고 한다.  이 자동차 회사에서 생산한 전기 자동차 100대를 임의추출하여 얻은 1회 충전 주행 거리의 표본평균이 \(\overline{x_1}\)일 때, 모평균 \(m\)에 대한 신뢰도 95%의 신뢰구간이 \(a \le m \le b\)이다.  이 자동차 회사에서 생산한 전기 자동차 400대를 임의추출하여 얻은 1회 충전 주행 거리의 표본평균이 \(\overline{x_2}\)일 때, 모평균 \(m\)에 대한 신뢰도 \(99\%\)의 신뢰구간이 \(c \le m \le d\)이다. \(\overline{x_1} - \overline{x_2} 1.34\)이고 \(a c\)일 때, \(b - a\)의 값은? (단, 주행 거리의 단위는 km이고, \(Z\)가 표준정규분포를 따르는 확률변수일 때 P(\(|Z| \le 1.96\))  0.95, P(\(|Z| \le 2.58\))  0.99로 계산한다.) [3점]  ① 5.88 ② 7.84 ③ 9.80 ④ 11.76 ⑤ 13.72","27. 어느 자동차 회사에서 생산하는 전기 자동차의 1회 충전 주행 거리는 평균이 m이고 표준편차가 σ인 정규분포를 따른다고 한다. 이 자동차 회사에서 생산한 전기 자동차 100 대를 임의추출하여 얻은 1회 충전 주행 거리의 표본평균이  \(\overline{x_{1}}\)  일 때, 모평균 m에 대한 신뢰도 95%의 신뢰구간이  \(a \leq m \leq b\) 이다. 이 자동차 회사에서 생산한 전기 자동차 400 대를 임의추출하여 얻은 1회 충전 주행 거리와 표본평균이  \(\overline{x_{2}}\)  일 때, 모평균 m에 대한 신뢰도99%의 신뢰구간이  \(c \leq m \leq d\) 이다.  \(\overline{x_{1}} - \overline{x_{2}} 1.34\) 이고 a  c일 때, b - a의 값은? (단, 주행 거리의 단위는 km이고, Z가 표준정규분포를 따르는 확률변수일 때 P(|Z| ≤ 1.96)  0.95, P(|Z| ≤ 2.58)  0.99로 계산한다.) [3점] ① 5.88 ② 7.84 ③ 9.80 ④ 11.76 ⑤ 13.72","27. 어느 자동차 회사에서 생산하는 전기 자동차의 1회 충전 주행 거리는 평균이 $m$이고 포츠평차가 $\sigma$인 정구분포를 따른다고 한다. 이 자동차 회사에서 생산한 전기 자동차 100대를 입의 충출하여 얼은 1회 충전 주행 거리의 포츠평균이 $\overline{x_1}$일 때, 포츠균 $m$에 대한 신리도 95%의 신리구간이 $a \leq m \leq b$이다. 이 자동차 회사에서 생산한 전기 자동차 400대를 입의 충출하여 얼은 1회 충전 주행 거리의 포츠평균이 $\overline{x_2}$일 때, 포츠균 $m$에 대한 신리도 99%의 신리구간이 $c \leq m \leq d$이다. $\overline{x_1} - \overline{x_2} = 1.34$이고 $a = c$일 때, $b - a$의 값은? (단, 주행 거리의 단위는 km이고, $Z$가 포츠정구분포를 따른는 확률번수일 때 $P(|Z| \leq 1.96) = 0.95$, $P(|Z| \leq 2.58) = 0.99$로 계산한다.) [3점]  $\textcircled{1}$ 5.88 $\textcircled{2}$ 7.84 $\textcircled{3}$ 9.80 $\textcircled{4}$ 11.76 $\textcircled{5}$ 13.72<|user|>"
"2022_odd_probalitiy_28","","28. 두 집합  $ X=\{1,2,3,4,5\} $,  $ Y=\{1,2,3,4\} $ 에 대하여  다음 조건을 만족시키는 X에서 Y로의 함수  $ f $의 개수는? [4점]  (가) 집합 X의 모든 원소 x에 대하여  $ f(x) \geq \sqrt{x} $이다.  (나) 함수 f의 치역의 원소의 개수는 3이다.  ① 128 ② 138 ③ 148 ④ 158 ⑤ 168","28. 두 집합 \(X \{1, 2, 3, 4, 5\}\), \(Y \{1, 2, 3, 4\}\)에 대하여 다음 조건을 만족시키는 \(X\)에서 \(Y\)로의 함수 \(f\)의 개수는? [4점]  (가) 집합 \(X\)의 모든 원소 \(x\)에 대하여 \(f(x) \ge \sqrt{x}\)이다. (나) 함수 \(f\)의 치역의 원소의 개수는 3이다.  ① 128 ② 138 ③ 148 ④ 158 ⑤ 168","28. 두 집합  \(X \{1,2,3,4,5\}\) ,  \(Y \{1,2,3,4\}\)  에 대하여 다음 조건을 만족시키는 X에서 Y로의 함수  \(f\) 의 개수는? [4점] (가) 집합 X의 모든 원소 x에 대하여  \(f(x) \geq \sqrt{x}\) 이다. (나) 함수 f의 치역의 원소의 개수는 3이다. ① 128 ② 138 ③ 148 ④ 158 ⑤ 168","28. 두 집합 $ X=\{1,2,3,4,5\}, Y=\{1,2,3,4\} $에 대하여 다음 조건을 만족시키는 $ X $에서 $ Y $로의 함수 $ f $의 개수는? [4점]  (가) 집합 $ X $의 모든 원소 $ x $에 대하여 $ f(x)\geq\sqrt{x} $이다.  (나) 함수 $ f $의 치어물 원소의 개수는 3이다.  $\textcircled{1}$ 128 $\textcircled{2}$ 138 $\textcircled{3}$ 148 $\textcircled{4}$ 158 $\textcircled{5}$ 168<|user|>"
"2022_odd_probalitiy_29","","29. 두 연속화를 변수 X와 Y가 갖는 값의 범위는 0 ≤ X ≤ 6, 0 ≤ Y ≤ 6이고, X와 Y의 화를 밀도함수는 각각  $ f(x) $,  $ g(x) $이다. 화를 변수 X의 화를 밀도함수  $ f(x) $의 그래프는 그림과 같다.  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_171_287_1037_649.jpg"" alt=""Image"" width=""72%"" /></div>    $ 0 \leq x \leq 6 $ 인 모든  $ x $ 에 대하여   $$ f(x)+g(x)=k\quad(k\text{는 }\text{상수}) $$   를 만족시킬 때, P(6k ≤ Y ≤ 15k) =  $ \frac{q}{p} $이다. p + q의 값을 구하시오. (단, p와 q는 서로소인 자연수이다.) [4점]","29. 두 연속확률변수 \(X\)와 \(Y\)가 갖는 값의 범위는 \(0 \le X \le 6\), \(0 \le Y \le 6\)이고, \(X\)와 \(Y\)의 확률밀도함수는 각각 \(f(x)\), \(g(x)\)이다. 확률변수 \(X\)의 확률밀도함수 \(f(x)\)의 그래프는 그림과 같다.  \(0 \le x \le 6\)인 모든 \(x\)에 대하여  \[ f(x) + g(x) k \quad (k \text{는 상수}) \] 를 만족시킬 때, \(P(6k \le Y \le 15k) \frac{q}{p}\) 이다. \(p+q\)의 값을 구하시오. (단, \(p\)와 \(q\)는 서로소인 자연수이다.) [4점]","29. 두 연속확률변수 X와 Y가 갖는 값의 범위는  \(0 \leq X \leq 6\) ,  \(0 \leq Y \leq 6\) 이고, X와 Y의 확률밀도함수는 각각  \(f(x)\) ,  \(g(x)\) 이다. 확률변수 X의 확률밀도함수  \(f(x)\) 의 그래프는 그림과 같다.  0 ≤ x ≤ 6인 모든 x에 대하여  \[ f(x) + g(x) k \quad (k \text{는 상수}) \] 를 만족시킬 때, P(6k ≤ Y ≤ 15k)  \(\frac{q}{p}\) 이다. p + q의 값을 구하시오. (단, p와 q는 서로소인 자연수이다.) [4점]","29. 두 연속화를번수 $X$와 $Y$가 같는 값의 번위는 $0 \leq X \leq 6$, $0 \leq Y \leq 6$이고, $X$와 $Y$의 화물말도함수는 각각 $f(x)$, $g(x)$이다. 화물번수 $X$의 화물말도함수 $f(x)$의 그래프는 그림과 같다.  $y = f(x)$ 0 3 5 6 x  $0 \leq x \leq 6$인 모든 $x$에 대하여  $f(x) + g(x) = k$ ($k$는 상수)  를 만족시킬 때, $P(6k \leq Y \leq 15k) = \frac{q}{p}$이다. $p + q$의 값을 구하시오. (단, $p$와 $q$는 서로소인 자연수이다.) [4점]<|user|>"
